Station,Scenario,IntervalStartDt,IntervalEndDt,CloudCover
White Plains,ACTUAL,08/21/2017  15:00 ,08/21/2017  16:00 ,30
White Plains,ACTUAL,08/21/2017  16:00 ,08/21/2017  17:00 ,30
White Plains,ACTUAL,08/21/2017  17:00 ,08/21/2017  18:00 ,30
White Plains,ACTUAL,08/21/2017  18:00 ,08/21/2017  19:00 ,30
White Plains,ACTUAL,08/21/2017  19:00 ,08/21/2017  20:00 ,30
White Plains,ACTUAL,08/21/2017  20:00 ,08/21/2017  21:00 ,0
White Plains,ACTUAL,08/21/2017  21:00 ,08/21/2017  22:00 ,0
White Plains,ACTUAL,08/21/2017  22:00 ,08/21/2017  23:00 ,0
White Plains,ACTUAL,08/21/2017  23:00 ,08/22/2017  00:00 ,0
White Plains,ACTUAL,08/22/2017  00:00 ,08/22/2017  01:00 ,0
White Plains,ACTUAL,08/22/2017  01:00 ,08/22/2017  02:00 ,0
White Plains,ACTUAL,08/22/2017  02:00 ,08/22/2017  03:00 ,0
White Plains,ACTUAL,08/22/2017  03:00 ,08/22/2017  04:00 ,0
White Plains,ACTUAL,08/22/2017  04:00 ,08/22/2017  05:00 ,30
White Plains,ACTUAL,08/22/2017  05:00 ,08/22/2017  06:00 ,0
White Plains,ACTUAL,08/22/2017  06:00 ,08/22/2017  07:00 ,30
White Plains,ACTUAL,08/22/2017  07:00 ,08/22/2017  08:00 ,0
White Plains,ACTUAL,08/22/2017  08:00 ,08/22/2017  09:00 ,30
White Plains,ACTUAL,08/22/2017  09:00 ,08/22/2017  10:00 ,30
White Plains,ACTUAL,08/22/2017  10:00 ,08/22/2017  11:00 ,30
White Plains,ACTUAL,08/22/2017  11:00 ,08/22/2017  12:00 ,30
White Plains,ACTUAL,08/22/2017  12:00 ,08/22/2017  13:00 ,30
White Plains,ACTUAL,08/22/2017  13:00 ,08/22/2017  14:00 ,30
White Plains,ACTUAL,08/22/2017  14:00 ,08/22/2017  15:00 ,30
White Plains,ACTUAL,08/22/2017  15:00 ,08/22/2017  16:00 ,30
White Plains,ACTUAL,08/22/2017  16:00 ,08/22/2017  17:00 ,30
White Plains,ACTUAL,08/22/2017  17:00 ,08/22/2017  18:00 ,30
White Plains,ACTUAL,08/22/2017  18:00 ,08/22/2017  19:00 ,30
White Plains,ACTUAL,08/22/2017  19:00 ,08/22/2017  20:00 ,30
White Plains,ACTUAL,08/22/2017  20:00 ,08/22/2017  21:00 ,30
White Plains,ACTUAL,08/22/2017  21:00 ,08/22/2017  22:00 ,30
White Plains,ACTUAL,08/22/2017  22:00 ,08/22/2017  23:00 ,70
White Plains,ACTUAL,08/22/2017  23:00 ,08/23/2017  00:00 ,100
White Plains,ACTUAL,08/23/2017  00:00 ,08/23/2017  01:00 ,70
White Plains,ACTUAL,08/23/2017  01:00 ,08/23/2017  02:00 ,70
White Plains,ACTUAL,08/23/2017  02:00 ,08/23/2017  03:00 ,70
White Plains,ACTUAL,08/23/2017  03:00 ,08/23/2017  04:00 ,100
White Plains,ACTUAL,08/23/2017  04:00 ,08/23/2017  05:00 ,70
White Plains,ACTUAL,08/23/2017  05:00 ,08/23/2017  06:00 ,70
White Plains,ACTUAL,08/23/2017  06:00 ,08/23/2017  07:00 ,70
White Plains,ACTUAL,08/23/2017  07:00 ,08/23/2017  08:00 ,70
White Plains,ACTUAL,08/23/2017  08:00 ,08/23/2017  09:00 ,70
White Plains,ACTUAL,08/23/2017  09:00 ,08/23/2017  10:00 ,0
White Plains,ACTUAL,08/23/2017  10:00 ,08/23/2017  11:00 ,0
White Plains,ACTUAL,08/23/2017  11:00 ,08/23/2017  12:00 ,0
White Plains,ACTUAL,08/23/2017  12:00 ,08/23/2017  13:00 ,30
White Plains,ACTUAL,08/23/2017  13:00 ,08/23/2017  14:00 ,30
White Plains,ACTUAL,08/23/2017  14:00 ,08/23/2017  15:00 ,30
White Plains,ACTUAL,08/23/2017  15:00 ,08/23/2017  16:00 ,30
White Plains,ACTUAL,08/23/2017  16:00 ,08/23/2017  17:00 ,30
White Plains,ACTUAL,08/23/2017  17:00 ,08/23/2017  18:00 ,30
White Plains,ACTUAL,08/23/2017  18:00 ,08/23/2017  19:00 ,30
White Plains,ACTUAL,08/23/2017  19:00 ,08/23/2017  20:00 ,30
White Plains,ACTUAL,08/23/2017  20:00 ,08/23/2017  21:00 ,0
White Plains,ACTUAL,08/23/2017  21:00 ,08/23/2017  22:00 ,0
White Plains,ACTUAL,08/23/2017  22:00 ,08/23/2017  23:00 ,0
White Plains,ACTUAL,08/23/2017  23:00 ,08/24/2017  00:00 ,0
White Plains,ACTUAL,08/24/2017  00:00 ,08/24/2017  01:00 ,0
White Plains,ACTUAL,08/24/2017  01:00 ,08/24/2017  02:00 ,0
White Plains,ACTUAL,08/24/2017  02:00 ,08/24/2017  03:00 ,0
White Plains,ACTUAL,08/24/2017  03:00 ,08/24/2017  04:00 ,30
White Plains,ACTUAL,08/24/2017  04:00 ,08/24/2017  05:00 ,0
White Plains,ACTUAL,08/24/2017  05:00 ,08/24/2017  06:00 ,0
White Plains,ACTUAL,08/24/2017  06:00 ,08/24/2017  07:00 ,0
White Plains,ACTUAL,08/24/2017  07:00 ,08/24/2017  08:00 ,30
White Plains,ACTUAL,08/24/2017  08:00 ,08/24/2017  09:00 ,0
White Plains,ACTUAL,08/24/2017  09:00 ,08/24/2017  10:00 ,0
White Plains,ACTUAL,08/24/2017  10:00 ,08/24/2017  11:00 ,0
White Plains,ACTUAL,08/24/2017  11:00 ,08/24/2017  12:00 ,30
White Plains,ACTUAL,08/24/2017  12:00 ,08/24/2017  13:00 ,30
White Plains,ACTUAL,08/24/2017  13:00 ,08/24/2017  14:00 ,30
White Plains,ACTUAL,08/24/2017  14:00 ,08/24/2017  15:00 ,30
White Plains,ACTUAL,08/24/2017  15:00 ,08/24/2017  16:00 ,30
White Plains,ACTUAL,08/24/2017  16:00 ,08/24/2017  17:00 ,30
White Plains,ACTUAL,08/24/2017  17:00 ,08/24/2017  18:00 ,30
White Plains,ACTUAL,08/24/2017  18:00 ,08/24/2017  19:00 ,30
White Plains,ACTUAL,08/24/2017  19:00 ,08/24/2017  20:00 ,30
White Plains,ACTUAL,08/24/2017  20:00 ,08/24/2017  21:00 ,30
White Plains,ACTUAL,08/24/2017  21:00 ,08/24/2017  22:00 ,30
White Plains,ACTUAL,08/24/2017  22:00 ,08/24/2017  23:00 ,30
White Plains,ACTUAL,08/24/2017  23:00 ,08/25/2017  00:00 ,0
White Plains,ACTUAL,08/25/2017  00:00 ,08/25/2017  01:00 ,30
White Plains,ACTUAL,08/25/2017  01:00 ,08/25/2017  02:00 ,70
White Plains,ACTUAL,08/25/2017  02:00 ,08/25/2017  03:00 ,70
White Plains,ACTUAL,08/25/2017  03:00 ,08/25/2017  04:00 ,100
White Plains,ACTUAL,08/25/2017  04:00 ,08/25/2017  05:00 ,0
White Plains,ACTUAL,08/25/2017  05:00 ,08/25/2017  06:00 ,0
White Plains,ACTUAL,08/25/2017  06:00 ,08/25/2017  07:00 ,30
White Plains,ACTUAL,08/25/2017  07:00 ,08/25/2017  08:00 ,30
White Plains,ACTUAL,08/25/2017  08:00 ,08/25/2017  09:00 ,0
White Plains,ACTUAL,08/25/2017  09:00 ,08/25/2017  10:00 ,0
White Plains,ACTUAL,08/25/2017  10:00 ,08/25/2017  11:00 ,30
White Plains,ACTUAL,08/25/2017  11:00 ,08/25/2017  12:00 ,70
White Plains,ACTUAL,08/25/2017  12:00 ,08/25/2017  13:00 ,70
White Plains,ACTUAL,08/25/2017  13:00 ,08/25/2017  14:00 ,70
White Plains,ACTUAL,08/25/2017  14:00 ,08/25/2017  15:00 ,30
White Plains,ACTUAL,08/25/2017  15:00 ,08/25/2017  16:00 ,70
White Plains,ACTUAL,08/25/2017  16:00 ,08/25/2017  17:00 ,70
White Plains,ACTUAL,08/25/2017  17:00 ,08/25/2017  18:00 ,30
White Plains,ACTUAL,08/25/2017  18:00 ,08/25/2017  19:00 ,30
White Plains,ACTUAL,08/25/2017  19:00 ,08/25/2017  20:00 ,30
White Plains,ACTUAL,08/25/2017  20:00 ,08/25/2017  21:00 ,30
White Plains,ACTUAL,08/25/2017  21:00 ,08/25/2017  22:00 ,30
White Plains,ACTUAL,08/25/2017  22:00 ,08/25/2017  23:00 ,30
White Plains,ACTUAL,08/25/2017  23:00 ,08/26/2017  00:00 ,70
White Plains,ACTUAL,08/26/2017  00:00 ,08/26/2017  01:00 ,30
White Plains,ACTUAL,08/26/2017  01:00 ,08/26/2017  02:00 ,0
White Plains,ACTUAL,08/26/2017  02:00 ,08/26/2017  03:00 ,0
White Plains,ACTUAL,08/26/2017  03:00 ,08/26/2017  04:00 ,0
White Plains,ACTUAL,08/26/2017  04:00 ,08/26/2017  05:00 ,0
White Plains,ACTUAL,08/26/2017  05:00 ,08/26/2017  06:00 ,0
White Plains,ACTUAL,08/26/2017  06:00 ,08/26/2017  07:00 ,30
White Plains,ACTUAL,08/26/2017  07:00 ,08/26/2017  08:00 ,0
White Plains,ACTUAL,08/26/2017  08:00 ,08/26/2017  09:00 ,0
White Plains,ACTUAL,08/26/2017  09:00 ,08/26/2017  10:00 ,0
White Plains,ACTUAL,08/26/2017  10:00 ,08/26/2017  11:00 ,30
White Plains,ACTUAL,08/26/2017  11:00 ,08/26/2017  12:00 ,30
White Plains,ACTUAL,08/26/2017  12:00 ,08/26/2017  13:00 ,30
White Plains,ACTUAL,08/26/2017  13:00 ,08/26/2017  14:00 ,30
White Plains,ACTUAL,08/26/2017  14:00 ,08/26/2017  15:00 ,30
White Plains,ACTUAL,08/26/2017  15:00 ,08/26/2017  16:00 ,30
White Plains,ACTUAL,08/26/2017  16:00 ,08/26/2017  17:00 ,30
White Plains,ACTUAL,08/26/2017  17:00 ,08/26/2017  18:00 ,30
White Plains,ACTUAL,08/26/2017  18:00 ,08/26/2017  19:00 ,30
White Plains,ACTUAL,08/26/2017  19:00 ,08/26/2017  20:00 ,0
White Plains,ACTUAL,08/26/2017  20:00 ,08/26/2017  21:00 ,0
White Plains,ACTUAL,08/26/2017  21:00 ,08/26/2017  22:00 ,0
White Plains,ACTUAL,08/26/2017  22:00 ,08/26/2017  23:00 ,0
White Plains,ACTUAL,08/26/2017  23:00 ,08/27/2017  00:00 ,0
White Plains,ACTUAL,08/27/2017  00:00 ,08/27/2017  01:00 ,0
White Plains,ACTUAL,08/27/2017  01:00 ,08/27/2017  02:00 ,0
White Plains,ACTUAL,08/27/2017  02:00 ,08/27/2017  03:00 ,0
White Plains,ACTUAL,08/27/2017  03:00 ,08/27/2017  04:00 ,0
White Plains,ACTUAL,08/27/2017  04:00 ,08/27/2017  05:00 ,0
White Plains,ACTUAL,08/27/2017  05:00 ,08/27/2017  06:00 ,0
White Plains,ACTUAL,08/27/2017  06:00 ,08/27/2017  07:00 ,0
White Plains,ACTUAL,08/27/2017  07:00 ,08/27/2017  08:00 ,0
White Plains,ACTUAL,08/27/2017  08:00 ,08/27/2017  09:00 ,0
White Plains,ACTUAL,08/27/2017  09:00 ,08/27/2017  10:00 ,0
White Plains,ACTUAL,08/27/2017  10:00 ,08/27/2017  11:00 ,30
White Plains,ACTUAL,08/27/2017  11:00 ,08/27/2017  12:00 ,0
White Plains,ACTUAL,08/27/2017  12:00 ,08/27/2017  13:00 ,30
White Plains,ACTUAL,08/27/2017  13:00 ,08/27/2017  14:00 ,30
White Plains,ACTUAL,08/27/2017  14:00 ,08/27/2017  15:00 ,30
White Plains,ACTUAL,08/27/2017  15:00 ,08/27/2017  16:00 ,30
White Plains,ACTUAL,08/27/2017  16:00 ,08/27/2017  17:00 ,30
White Plains,ACTUAL,08/27/2017  17:00 ,08/27/2017  18:00 ,30
White Plains,ACTUAL,08/27/2017  18:00 ,08/27/2017  19:00 ,30
White Plains,ACTUAL,08/27/2017  19:00 ,08/27/2017  20:00 ,30
White Plains,ACTUAL,08/27/2017  20:00 ,08/27/2017  21:00 ,0
White Plains,ACTUAL,08/27/2017  21:00 ,08/27/2017  22:00 ,0
White Plains,ACTUAL,08/27/2017  22:00 ,08/27/2017  23:00 ,0
White Plains,ACTUAL,08/27/2017  23:00 ,08/28/2017  00:00 ,0
White Plains,ACTUAL,08/28/2017  00:00 ,08/28/2017  01:00 ,30
White Plains,ACTUAL,08/28/2017  01:00 ,08/28/2017  02:00 ,0
White Plains,ACTUAL,08/28/2017  02:00 ,08/28/2017  03:00 ,0
White Plains,ACTUAL,08/28/2017  03:00 ,08/28/2017  04:00 ,0
White Plains,ACTUAL,08/28/2017  04:00 ,08/28/2017  05:00 ,0
White Plains,ACTUAL,08/28/2017  05:00 ,08/28/2017  06:00 ,0
White Plains,ACTUAL,08/28/2017  06:00 ,08/28/2017  07:00 ,30
White Plains,ACTUAL,08/28/2017  07:00 ,08/28/2017  08:00 ,30
White Plains,ACTUAL,08/28/2017  08:00 ,08/28/2017  09:00 ,30
White Plains,ACTUAL,08/28/2017  09:00 ,08/28/2017  10:00 ,30
White Plains,ACTUAL,08/28/2017  10:00 ,08/28/2017  11:00 ,30
White Plains,ACTUAL,08/28/2017  11:00 ,08/28/2017  12:00 ,30
White Plains,ACTUAL,08/28/2017  12:00 ,08/28/2017  13:00 ,30
White Plains,ACTUAL,08/28/2017  13:00 ,08/28/2017  14:00 ,30
White Plains,ACTUAL,08/28/2017  14:00 ,08/28/2017  15:00 ,30
White Plains,ACTUAL,08/28/2017  15:00 ,08/28/2017  16:00 ,30
White Plains,ACTUAL,08/28/2017  16:00 ,08/28/2017  17:00 ,30
White Plains,ACTUAL,08/28/2017  17:00 ,08/28/2017  18:00 ,30
White Plains,ACTUAL,08/28/2017  18:00 ,08/28/2017  19:00 ,0
White Plains,ACTUAL,08/28/2017  19:00 ,08/28/2017  20:00 ,30
White Plains,ACTUAL,08/28/2017  20:00 ,08/28/2017  21:00 ,0
White Plains,ACTUAL,08/28/2017  21:00 ,08/28/2017  22:00 ,0
White Plains,ACTUAL,08/28/2017  22:00 ,08/28/2017  23:00 ,30
White Plains,ACTUAL,08/28/2017  23:00 ,08/29/2017  00:00 ,30
White Plains,ACTUAL,08/29/2017  00:00 ,08/29/2017  01:00 ,0
White Plains,ACTUAL,08/29/2017  01:00 ,08/29/2017  02:00 ,30
White Plains,ACTUAL,08/29/2017  02:00 ,08/29/2017  03:00 ,30
White Plains,ACTUAL,08/29/2017  03:00 ,08/29/2017  04:00 ,30
White Plains,ACTUAL,08/29/2017  04:00 ,08/29/2017  05:00 ,0
White Plains,ACTUAL,08/29/2017  05:00 ,08/29/2017  06:00 ,0
White Plains,ACTUAL,08/29/2017  06:00 ,08/29/2017  07:00 ,100
White Plains,ACTUAL,08/29/2017  07:00 ,08/29/2017  08:00 ,30
White Plains,ACTUAL,08/29/2017  08:00 ,08/29/2017  09:00 ,30
White Plains,ACTUAL,08/29/2017  09:00 ,08/29/2017  10:00 ,30
White Plains,ACTUAL,08/29/2017  10:00 ,08/29/2017  11:00 ,30
White Plains,ACTUAL,08/29/2017  11:00 ,08/29/2017  12:00 ,30
White Plains,ACTUAL,08/29/2017  12:00 ,08/29/2017  13:00 ,70
White Plains,ACTUAL,08/29/2017  13:00 ,08/29/2017  14:00 ,70
White Plains,ACTUAL,08/29/2017  14:00 ,08/29/2017  15:00 ,70
White Plains,ACTUAL,08/29/2017  15:00 ,08/29/2017  16:00 ,100
White Plains,ACTUAL,08/29/2017  16:00 ,08/29/2017  17:00 ,70
White Plains,ACTUAL,08/29/2017  17:00 ,08/29/2017  18:00 ,70
White Plains,ACTUAL,08/29/2017  18:00 ,08/29/2017  19:00 ,70
White Plains,ACTUAL,08/29/2017  19:00 ,08/29/2017  20:00 ,30
White Plains,ACTUAL,08/29/2017  20:00 ,08/29/2017  21:00 ,70
White Plains,ACTUAL,08/29/2017  21:00 ,08/29/2017  22:00 ,70
White Plains,ACTUAL,08/29/2017  22:00 ,08/29/2017  23:00 ,70
White Plains,ACTUAL,08/29/2017  23:00 ,08/30/2017  00:00 ,100
White Plains,ACTUAL,08/30/2017  00:00 ,08/30/2017  01:00 ,100
White Plains,ACTUAL,08/30/2017  01:00 ,08/30/2017  02:00 ,100
White Plains,ACTUAL,08/30/2017  02:00 ,08/30/2017  03:00 ,100
White Plains,ACTUAL,08/30/2017  03:00 ,08/30/2017  04:00 ,100
White Plains,ACTUAL,08/30/2017  04:00 ,08/30/2017  05:00 ,70
White Plains,ACTUAL,08/30/2017  05:00 ,08/30/2017  06:00 ,100
White Plains,ACTUAL,08/30/2017  06:00 ,08/30/2017  07:00 ,70
White Plains,ACTUAL,08/30/2017  07:00 ,08/30/2017  08:00 ,70
White Plains,ACTUAL,08/30/2017  08:00 ,08/30/2017  09:00 ,30
White Plains,ACTUAL,08/30/2017  09:00 ,08/30/2017  10:00 ,30
White Plains,ACTUAL,08/30/2017  10:00 ,08/30/2017  11:00 ,30
White Plains,ACTUAL,08/30/2017  11:00 ,08/30/2017  12:00 ,30
White Plains,ACTUAL,08/30/2017  12:00 ,08/30/2017  13:00 ,30
White Plains,ACTUAL,08/30/2017  13:00 ,08/30/2017  14:00 ,30
White Plains,ACTUAL,08/30/2017  14:00 ,08/30/2017  15:00 ,30
White Plains,ACTUAL,08/30/2017  15:00 ,08/30/2017  16:00 ,30
White Plains,ACTUAL,08/30/2017  16:00 ,08/30/2017  17:00 ,30
White Plains,ACTUAL,08/30/2017  17:00 ,08/30/2017  18:00 ,30
White Plains,ACTUAL,08/30/2017  18:00 ,08/30/2017  19:00 ,30
White Plains,ACTUAL,08/30/2017  19:00 ,08/30/2017  20:00 ,0
White Plains,ACTUAL,08/30/2017  20:00 ,08/30/2017  21:00 ,0
White Plains,ACTUAL,08/30/2017  21:00 ,08/30/2017  22:00 ,0
White Plains,ACTUAL,08/30/2017  22:00 ,08/30/2017  23:00 ,0
White Plains,ACTUAL,08/30/2017  23:00 ,08/31/2017  00:00 ,0
White Plains,ACTUAL,08/31/2017  00:00 ,08/31/2017  01:00 ,0
White Plains,ACTUAL,08/31/2017  01:00 ,08/31/2017  02:00 ,0
White Plains,ACTUAL,08/31/2017  02:00 ,08/31/2017  03:00 ,0
White Plains,ACTUAL,08/31/2017  03:00 ,08/31/2017  04:00 ,0
White Plains,ACTUAL,08/31/2017  04:00 ,08/31/2017  05:00 ,0
White Plains,ACTUAL,08/31/2017  05:00 ,08/31/2017  06:00 ,0
White Plains,ACTUAL,08/31/2017  06:00 ,08/31/2017  07:00 ,0
White Plains,ACTUAL,08/31/2017  07:00 ,08/31/2017  08:00 ,0
White Plains,ACTUAL,08/31/2017  08:00 ,08/31/2017  09:00 ,0
White Plains,ACTUAL,08/31/2017  09:00 ,08/31/2017  10:00 ,0
White Plains,ACTUAL,08/31/2017  10:00 ,08/31/2017  11:00 ,0
White Plains,ACTUAL,08/31/2017  11:00 ,08/31/2017  12:00 ,30
White Plains,ACTUAL,08/31/2017  12:00 ,08/31/2017  13:00 ,30
White Plains,ACTUAL,08/31/2017  13:00 ,08/31/2017  14:00 ,70
White Plains,ACTUAL,08/31/2017  14:00 ,08/31/2017  15:00 ,70
White Plains,ACTUAL,08/31/2017  15:00 ,08/31/2017  16:00 ,70
White Plains,ACTUAL,08/31/2017  16:00 ,08/31/2017  17:00 ,30
White Plains,ACTUAL,08/31/2017  17:00 ,08/31/2017  18:00 ,30
White Plains,ACTUAL,08/31/2017  18:00 ,08/31/2017  19:00 ,30
White Plains,ACTUAL,08/31/2017  19:00 ,08/31/2017  20:00 ,30
White Plains,ACTUAL,08/31/2017  20:00 ,08/31/2017  21:00 ,0
White Plains,ACTUAL,08/31/2017  21:00 ,08/31/2017  22:00 ,0
White Plains,ACTUAL,08/31/2017  22:00 ,08/31/2017  23:00 ,0
White Plains,ACTUAL,08/31/2017  23:00 ,09/01/2017  00:00 ,0
