Station,Scenario,IntervalStartDt,IntervalEndDt,Sunshine
White Plains,ACTUAL,8/21/2017 18:00,8/21/2017 19:00,28
White Plains,ACTUAL,8/21/2017 19:00,8/21/2017 20:00,0
White Plains,ACTUAL,8/21/2017 20:00,8/21/2017 21:00,0
White Plains,ACTUAL,8/21/2017 21:00,8/21/2017 22:00,0
White Plains,ACTUAL,8/21/2017 22:00,8/21/2017 23:00,0
White Plains,ACTUAL,8/21/2017 23:00,8/22/2017 0:00,0
White Plains,ACTUAL,8/22/2017 0:00,8/22/2017 1:00,0
White Plains,ACTUAL,8/22/2017 1:00,8/22/2017 2:00,0
White Plains,ACTUAL,8/22/2017 2:00,8/22/2017 3:00,0
White Plains,ACTUAL,8/22/2017 3:00,8/22/2017 4:00,0
White Plains,ACTUAL,8/22/2017 4:00,8/22/2017 5:00,0
White Plains,ACTUAL,8/22/2017 5:00,8/22/2017 6:00,49
White Plains,ACTUAL,8/22/2017 6:00,8/22/2017 7:00,39
White Plains,ACTUAL,8/22/2017 7:00,8/22/2017 8:00,60
White Plains,ACTUAL,8/22/2017 8:00,8/22/2017 9:00,39
White Plains,ACTUAL,8/22/2017 9:00,8/22/2017 10:00,39
White Plains,ACTUAL,8/22/2017 10:00,8/22/2017 11:00,39
White Plains,ACTUAL,8/22/2017 11:00,8/22/2017 12:00,39
White Plains,ACTUAL,8/22/2017 12:00,8/22/2017 13:00,39
White Plains,ACTUAL,8/22/2017 13:00,8/22/2017 14:00,39
White Plains,ACTUAL,8/22/2017 14:00,8/22/2017 15:00,39
White Plains,ACTUAL,8/22/2017 15:00,8/22/2017 16:00,39
White Plains,ACTUAL,8/22/2017 16:00,8/22/2017 17:00,39
White Plains,ACTUAL,8/22/2017 17:00,8/22/2017 18:00,39
White Plains,ACTUAL,8/22/2017 18:00,8/22/2017 19:00,27
White Plains,ACTUAL,8/22/2017 19:00,8/22/2017 20:00,0
White Plains,ACTUAL,8/22/2017 20:00,8/22/2017 21:00,0
White Plains,ACTUAL,8/22/2017 21:00,8/22/2017 22:00,0
White Plains,ACTUAL,8/22/2017 22:00,8/22/2017 23:00,0
White Plains,ACTUAL,8/22/2017 23:00,8/23/2017 0:00,0
White Plains,ACTUAL,8/23/2017 0:00,8/23/2017 1:00,0
White Plains,ACTUAL,8/23/2017 1:00,8/23/2017 2:00,0
White Plains,ACTUAL,8/23/2017 2:00,8/23/2017 3:00,0
White Plains,ACTUAL,8/23/2017 3:00,8/23/2017 4:00,0
White Plains,ACTUAL,8/23/2017 4:00,8/23/2017 5:00,0
White Plains,ACTUAL,8/23/2017 5:00,8/23/2017 6:00,14
White Plains,ACTUAL,8/23/2017 6:00,8/23/2017 7:00,18
White Plains,ACTUAL,8/23/2017 7:00,8/23/2017 8:00,18
White Plains,ACTUAL,8/23/2017 8:00,8/23/2017 9:00,18
White Plains,ACTUAL,8/23/2017 9:00,8/23/2017 10:00,60
White Plains,ACTUAL,8/23/2017 10:00,8/23/2017 11:00,60
White Plains,ACTUAL,8/23/2017 11:00,8/23/2017 12:00,60
White Plains,ACTUAL,8/23/2017 12:00,8/23/2017 13:00,39
White Plains,ACTUAL,8/23/2017 13:00,8/23/2017 14:00,39
White Plains,ACTUAL,8/23/2017 14:00,8/23/2017 15:00,39
White Plains,ACTUAL,8/23/2017 15:00,8/23/2017 16:00,39
White Plains,ACTUAL,8/23/2017 16:00,8/23/2017 17:00,39
White Plains,ACTUAL,8/23/2017 17:00,8/23/2017 18:00,39
White Plains,ACTUAL,8/23/2017 18:00,8/23/2017 19:00,26
White Plains,ACTUAL,8/23/2017 19:00,8/23/2017 20:00,0
White Plains,ACTUAL,8/23/2017 20:00,8/23/2017 21:00,0
White Plains,ACTUAL,8/23/2017 21:00,8/23/2017 22:00,0
White Plains,ACTUAL,8/23/2017 22:00,8/23/2017 23:00,0
White Plains,ACTUAL,8/23/2017 23:00,8/24/2017 0:00,0
White Plains,ACTUAL,8/24/2017 0:00,8/24/2017 1:00,0
White Plains,ACTUAL,8/24/2017 1:00,8/24/2017 2:00,0
White Plains,ACTUAL,8/24/2017 2:00,8/24/2017 3:00,0
White Plains,ACTUAL,8/24/2017 3:00,8/24/2017 4:00,0
White Plains,ACTUAL,8/24/2017 4:00,8/24/2017 5:00,0
White Plains,ACTUAL,8/24/2017 5:00,8/24/2017 6:00,47
White Plains,ACTUAL,8/24/2017 6:00,8/24/2017 7:00,60
White Plains,ACTUAL,8/24/2017 7:00,8/24/2017 8:00,39
White Plains,ACTUAL,8/24/2017 8:00,8/24/2017 9:00,60
White Plains,ACTUAL,8/24/2017 9:00,8/24/2017 10:00,60
White Plains,ACTUAL,8/24/2017 10:00,8/24/2017 11:00,60
White Plains,ACTUAL,8/24/2017 11:00,8/24/2017 12:00,39
White Plains,ACTUAL,8/24/2017 12:00,8/24/2017 13:00,39
White Plains,ACTUAL,8/24/2017 13:00,8/24/2017 14:00,39
White Plains,ACTUAL,8/24/2017 14:00,8/24/2017 15:00,39
White Plains,ACTUAL,8/24/2017 15:00,8/24/2017 16:00,39
White Plains,ACTUAL,8/24/2017 16:00,8/24/2017 17:00,39
White Plains,ACTUAL,8/24/2017 17:00,8/24/2017 18:00,39
White Plains,ACTUAL,8/24/2017 18:00,8/24/2017 19:00,26
White Plains,ACTUAL,8/24/2017 19:00,8/24/2017 20:00,0
White Plains,ACTUAL,8/24/2017 20:00,8/24/2017 21:00,0
White Plains,ACTUAL,8/24/2017 21:00,8/24/2017 22:00,0
White Plains,ACTUAL,8/24/2017 22:00,8/24/2017 23:00,0
White Plains,ACTUAL,8/24/2017 23:00,8/25/2017 0:00,0
White Plains,ACTUAL,8/25/2017 0:00,8/25/2017 1:00,0
White Plains,ACTUAL,8/25/2017 1:00,8/25/2017 2:00,0
White Plains,ACTUAL,8/25/2017 2:00,8/25/2017 3:00,0
White Plains,ACTUAL,8/25/2017 3:00,8/25/2017 4:00,0
White Plains,ACTUAL,8/25/2017 4:00,8/25/2017 5:00,0
White Plains,ACTUAL,8/25/2017 5:00,8/25/2017 6:00,46
White Plains,ACTUAL,8/25/2017 6:00,8/25/2017 7:00,39
White Plains,ACTUAL,8/25/2017 7:00,8/25/2017 8:00,39
White Plains,ACTUAL,8/25/2017 8:00,8/25/2017 9:00,60
White Plains,ACTUAL,8/25/2017 9:00,8/25/2017 10:00,60
White Plains,ACTUAL,8/25/2017 10:00,8/25/2017 11:00,39
White Plains,ACTUAL,8/25/2017 11:00,8/25/2017 12:00,18
White Plains,ACTUAL,8/25/2017 12:00,8/25/2017 13:00,18
White Plains,ACTUAL,8/25/2017 13:00,8/25/2017 14:00,18
White Plains,ACTUAL,8/25/2017 14:00,8/25/2017 15:00,39
White Plains,ACTUAL,8/25/2017 15:00,8/25/2017 16:00,18
White Plains,ACTUAL,8/25/2017 16:00,8/25/2017 17:00,18
White Plains,ACTUAL,8/25/2017 17:00,8/25/2017 18:00,39
White Plains,ACTUAL,8/25/2017 18:00,8/25/2017 19:00,24
White Plains,ACTUAL,8/25/2017 19:00,8/25/2017 20:00,0
White Plains,ACTUAL,8/25/2017 20:00,8/25/2017 21:00,0
White Plains,ACTUAL,8/25/2017 21:00,8/25/2017 22:00,0
White Plains,ACTUAL,8/25/2017 22:00,8/25/2017 23:00,0
White Plains,ACTUAL,8/25/2017 23:00,8/26/2017 0:00,0
White Plains,ACTUAL,8/26/2017 0:00,8/26/2017 1:00,0
White Plains,ACTUAL,8/26/2017 1:00,8/26/2017 2:00,0
White Plains,ACTUAL,8/26/2017 2:00,8/26/2017 3:00,0
White Plains,ACTUAL,8/26/2017 3:00,8/26/2017 4:00,0
White Plains,ACTUAL,8/26/2017 4:00,8/26/2017 5:00,0
White Plains,ACTUAL,8/26/2017 5:00,8/26/2017 6:00,45
White Plains,ACTUAL,8/26/2017 6:00,8/26/2017 7:00,39
White Plains,ACTUAL,8/26/2017 7:00,8/26/2017 8:00,60
White Plains,ACTUAL,8/26/2017 8:00,8/26/2017 9:00,60
White Plains,ACTUAL,8/26/2017 9:00,8/26/2017 10:00,60
White Plains,ACTUAL,8/26/2017 10:00,8/26/2017 11:00,39
White Plains,ACTUAL,8/26/2017 11:00,8/26/2017 12:00,39
White Plains,ACTUAL,8/26/2017 12:00,8/26/2017 13:00,39
White Plains,ACTUAL,8/26/2017 13:00,8/26/2017 14:00,39
White Plains,ACTUAL,8/26/2017 14:00,8/26/2017 15:00,39
White Plains,ACTUAL,8/26/2017 15:00,8/26/2017 16:00,39
White Plains,ACTUAL,8/26/2017 16:00,8/26/2017 17:00,39
White Plains,ACTUAL,8/26/2017 17:00,8/26/2017 18:00,39
White Plains,ACTUAL,8/26/2017 18:00,8/26/2017 19:00,24
White Plains,ACTUAL,8/26/2017 19:00,8/26/2017 20:00,0
White Plains,ACTUAL,8/26/2017 20:00,8/26/2017 21:00,0
White Plains,ACTUAL,8/26/2017 21:00,8/26/2017 22:00,0
White Plains,ACTUAL,8/26/2017 22:00,8/26/2017 23:00,0
White Plains,ACTUAL,8/26/2017 23:00,8/27/2017 0:00,0
White Plains,ACTUAL,8/27/2017 0:00,8/27/2017 1:00,0
White Plains,ACTUAL,8/27/2017 1:00,8/27/2017 2:00,0
White Plains,ACTUAL,8/27/2017 2:00,8/27/2017 3:00,0
White Plains,ACTUAL,8/27/2017 3:00,8/27/2017 4:00,0
White Plains,ACTUAL,8/27/2017 4:00,8/27/2017 5:00,0
White Plains,ACTUAL,8/27/2017 5:00,8/27/2017 6:00,44
White Plains,ACTUAL,8/27/2017 6:00,8/27/2017 7:00,60
White Plains,ACTUAL,8/27/2017 7:00,8/27/2017 8:00,60
White Plains,ACTUAL,8/27/2017 8:00,8/27/2017 9:00,60
White Plains,ACTUAL,8/27/2017 9:00,8/27/2017 10:00,60
White Plains,ACTUAL,8/27/2017 10:00,8/27/2017 11:00,39
White Plains,ACTUAL,8/27/2017 11:00,8/27/2017 12:00,60
White Plains,ACTUAL,8/27/2017 12:00,8/27/2017 13:00,39
White Plains,ACTUAL,8/27/2017 13:00,8/27/2017 14:00,39
White Plains,ACTUAL,8/27/2017 14:00,8/27/2017 15:00,39
White Plains,ACTUAL,8/27/2017 15:00,8/27/2017 16:00,39
White Plains,ACTUAL,8/27/2017 16:00,8/27/2017 17:00,39
White Plains,ACTUAL,8/27/2017 17:00,8/27/2017 18:00,39
White Plains,ACTUAL,8/27/2017 18:00,8/27/2017 19:00,22
White Plains,ACTUAL,8/27/2017 19:00,8/27/2017 20:00,0
White Plains,ACTUAL,8/27/2017 20:00,8/27/2017 21:00,0
White Plains,ACTUAL,8/27/2017 21:00,8/27/2017 22:00,0
White Plains,ACTUAL,8/27/2017 22:00,8/27/2017 23:00,0
White Plains,ACTUAL,8/27/2017 23:00,8/28/2017 0:00,0
White Plains,ACTUAL,8/28/2017 0:00,8/28/2017 1:00,0
White Plains,ACTUAL,8/28/2017 1:00,8/28/2017 2:00,0
White Plains,ACTUAL,8/28/2017 2:00,8/28/2017 3:00,0
White Plains,ACTUAL,8/28/2017 3:00,8/28/2017 4:00,0
White Plains,ACTUAL,8/28/2017 4:00,8/28/2017 5:00,0
White Plains,ACTUAL,8/28/2017 5:00,8/28/2017 6:00,43
White Plains,ACTUAL,8/28/2017 6:00,8/28/2017 7:00,39
White Plains,ACTUAL,8/28/2017 7:00,8/28/2017 8:00,39
White Plains,ACTUAL,8/28/2017 8:00,8/28/2017 9:00,39
White Plains,ACTUAL,8/28/2017 9:00,8/28/2017 10:00,39
White Plains,ACTUAL,8/28/2017 10:00,8/28/2017 11:00,39
White Plains,ACTUAL,8/28/2017 11:00,8/28/2017 12:00,39
White Plains,ACTUAL,8/28/2017 12:00,8/28/2017 13:00,39
White Plains,ACTUAL,8/28/2017 13:00,8/28/2017 14:00,39
White Plains,ACTUAL,8/28/2017 14:00,8/28/2017 15:00,39
White Plains,ACTUAL,8/28/2017 15:00,8/28/2017 16:00,39
White Plains,ACTUAL,8/28/2017 16:00,8/28/2017 17:00,39
White Plains,ACTUAL,8/28/2017 17:00,8/28/2017 18:00,39
White Plains,ACTUAL,8/28/2017 18:00,8/28/2017 19:00,33
White Plains,ACTUAL,8/28/2017 19:00,8/28/2017 20:00,0
White Plains,ACTUAL,8/28/2017 20:00,8/28/2017 21:00,0
White Plains,ACTUAL,8/28/2017 21:00,8/28/2017 22:00,0
White Plains,ACTUAL,8/28/2017 22:00,8/28/2017 23:00,0
White Plains,ACTUAL,8/28/2017 23:00,8/29/2017 0:00,0
White Plains,ACTUAL,8/29/2017 0:00,8/29/2017 1:00,0
White Plains,ACTUAL,8/29/2017 1:00,8/29/2017 2:00,0
White Plains,ACTUAL,8/29/2017 2:00,8/29/2017 3:00,0
White Plains,ACTUAL,8/29/2017 3:00,8/29/2017 4:00,0
White Plains,ACTUAL,8/29/2017 4:00,8/29/2017 5:00,0
White Plains,ACTUAL,8/29/2017 5:00,8/29/2017 6:00,42
White Plains,ACTUAL,8/29/2017 6:00,8/29/2017 7:00,0
White Plains,ACTUAL,8/29/2017 7:00,8/29/2017 8:00,39
White Plains,ACTUAL,8/29/2017 8:00,8/29/2017 9:00,39
White Plains,ACTUAL,8/29/2017 9:00,8/29/2017 10:00,39
White Plains,ACTUAL,8/29/2017 10:00,8/29/2017 11:00,39
White Plains,ACTUAL,8/29/2017 11:00,8/29/2017 12:00,39
White Plains,ACTUAL,8/29/2017 12:00,8/29/2017 13:00,18
White Plains,ACTUAL,8/29/2017 13:00,8/29/2017 14:00,18
White Plains,ACTUAL,8/29/2017 14:00,8/29/2017 15:00,18
White Plains,ACTUAL,8/29/2017 15:00,8/29/2017 16:00,0
White Plains,ACTUAL,8/29/2017 16:00,8/29/2017 17:00,18
White Plains,ACTUAL,8/29/2017 17:00,8/29/2017 18:00,18
White Plains,ACTUAL,8/29/2017 18:00,8/29/2017 19:00,9
White Plains,ACTUAL,8/29/2017 19:00,8/29/2017 20:00,0
White Plains,ACTUAL,8/29/2017 20:00,8/29/2017 21:00,0
White Plains,ACTUAL,8/29/2017 21:00,8/29/2017 22:00,0
White Plains,ACTUAL,8/29/2017 22:00,8/29/2017 23:00,0
White Plains,ACTUAL,8/29/2017 23:00,8/30/2017 0:00,0
White Plains,ACTUAL,8/30/2017 0:00,8/30/2017 1:00,0
White Plains,ACTUAL,8/30/2017 1:00,8/30/2017 2:00,0
White Plains,ACTUAL,8/30/2017 2:00,8/30/2017 3:00,0
White Plains,ACTUAL,8/30/2017 3:00,8/30/2017 4:00,0
White Plains,ACTUAL,8/30/2017 4:00,8/30/2017 5:00,0
White Plains,ACTUAL,8/30/2017 5:00,8/30/2017 6:00,0
White Plains,ACTUAL,8/30/2017 6:00,8/30/2017 7:00,18
White Plains,ACTUAL,8/30/2017 7:00,8/30/2017 8:00,18
White Plains,ACTUAL,8/30/2017 8:00,8/30/2017 9:00,39
White Plains,ACTUAL,8/30/2017 9:00,8/30/2017 10:00,39
White Plains,ACTUAL,8/30/2017 10:00,8/30/2017 11:00,39
White Plains,ACTUAL,8/30/2017 11:00,8/30/2017 12:00,39
White Plains,ACTUAL,8/30/2017 12:00,8/30/2017 13:00,39
White Plains,ACTUAL,8/30/2017 13:00,8/30/2017 14:00,39
White Plains,ACTUAL,8/30/2017 14:00,8/30/2017 15:00,39
White Plains,ACTUAL,8/30/2017 15:00,8/30/2017 16:00,39
White Plains,ACTUAL,8/30/2017 16:00,8/30/2017 17:00,39
White Plains,ACTUAL,8/30/2017 17:00,8/30/2017 18:00,39
White Plains,ACTUAL,8/30/2017 18:00,8/30/2017 19:00,19
White Plains,ACTUAL,8/30/2017 19:00,8/30/2017 20:00,0
White Plains,ACTUAL,8/30/2017 20:00,8/30/2017 21:00,0
White Plains,ACTUAL,8/30/2017 21:00,8/30/2017 22:00,0
White Plains,ACTUAL,8/30/2017 22:00,8/30/2017 23:00,0
White Plains,ACTUAL,8/30/2017 23:00,8/31/2017 0:00,0
White Plains,ACTUAL,8/31/2017 0:00,8/31/2017 1:00,0
White Plains,ACTUAL,8/31/2017 1:00,8/31/2017 2:00,0
White Plains,ACTUAL,8/31/2017 2:00,8/31/2017 3:00,0
White Plains,ACTUAL,8/31/2017 3:00,8/31/2017 4:00,0
White Plains,ACTUAL,8/31/2017 4:00,8/31/2017 5:00,0
White Plains,ACTUAL,8/31/2017 5:00,8/31/2017 6:00,40
White Plains,ACTUAL,8/31/2017 6:00,8/31/2017 7:00,60
White Plains,ACTUAL,8/31/2017 7:00,8/31/2017 8:00,60
White Plains,ACTUAL,8/31/2017 8:00,8/31/2017 9:00,60
White Plains,ACTUAL,8/31/2017 9:00,8/31/2017 10:00,60
White Plains,ACTUAL,8/31/2017 10:00,8/31/2017 11:00,60
White Plains,ACTUAL,8/31/2017 11:00,8/31/2017 12:00,39
White Plains,ACTUAL,8/31/2017 12:00,8/31/2017 13:00,39
White Plains,ACTUAL,8/31/2017 13:00,8/31/2017 14:00,18
White Plains,ACTUAL,8/31/2017 14:00,8/31/2017 15:00,18
White Plains,ACTUAL,8/31/2017 15:00,8/31/2017 16:00,18
White Plains,ACTUAL,8/31/2017 16:00,8/31/2017 17:00,39
White Plains,ACTUAL,8/31/2017 17:00,8/31/2017 18:00,39
White Plains,ACTUAL,8/31/2017 18:00,8/31/2017 19:00,18
White Plains,ACTUAL,8/31/2017 19:00,8/31/2017 20:00,0
White Plains,ACTUAL,8/31/2017 20:00,8/31/2017 21:00,0
White Plains,ACTUAL,8/31/2017 21:00,8/31/2017 22:00,0
White Plains,ACTUAL,8/31/2017 22:00,8/31/2017 23:00,0
White Plains,ACTUAL,8/31/2017 23:00,9/1/2017 0:00,0
